Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,1137.475180990934,1137.475180990934,1147.295180990934,1146.945180990934
10,1137.475180990934,1137.475180990934,1147.295180990934,1146.945180990934
20,1137.475180990934,1137.475180990934,1147.295180990934,1146.945180990934
30,1137.475180990934,1137.475180990934,1147.295180990934,1146.945180990934
40,1137.475180990934,1137.475180990934,1147.295180990934,1146.945180990934
50,1137.475180990934,1137.475180990934,1147.295180990934,1146.945180990934
60,1137.475180990934,1137.475180990934,1147.295180990934,1146.945180990934
70,1137.475180990934,1137.475180990934,1147.295180990934,1146.945180990934
80,1137.475180990934,1137.475180990934,1147.295180990934,1146.945180990934
90,1137.475180990934,1137.475180990934,1147.295180990934,1146.945180990934
100,1137.475180990934,1137.475180990934,1147.295180990934,1146.945180990934
